ID Cliente,Nombre Cliente,ID Producto,Producto,Categoría del Producto,Cantidad,Precio Unitario,Precio,Costo de envío,Estado de Envío,Fecha de Compra,Fecha de Envío,Método de pago,Cantidad de cuotas,Ciudad,Lugar de Compra,Vendedor,Calificación,Total Venta,lat,lon
CLI00039,Gabriela Torres,5022,Blusa floral,Ropa,5,442.0,2210.0,8.83,Entregado,16/09/2025,29/09/2025,Transferencia,1,Mérida,Online,Carmen Suárez,4.4,2218.83,8.600095,-70.436382
CLI00040,Carlos Pérez,6576,Zapatos de tacón,Calzado,10,353.58,3535.8,9.74,Entregado,14/07/2024,18/07/2024,Tarjeta crédito,12,Cumaná,Online,Carmen Suárez,3.6,3545.54,9.959614,-62.595406
CLI00041,Luis Hernández,5820,Cartera de cuero,Accesorios,7,348.98,2442.86,10.57,Entregado,29/04/2025,10/05/2025,Pago móvil,1,Mérida,Tienda física,Miguel Vargas,2.4,2453.43,9.796479,-69.16059
CLI00042,Gabriela Torres,2976,Cartera de cuero,Accesorios,6,68.58,411.48,17.0,En tránsito,08/07/2024,14/07/2024,Tarjeta crédito,12,Maracay,Tienda física,Pedro Castillo,4.3,428.48,9.103484,-68.428106
CLI00043,Ana Rodríguez,1231,Pulsera plateada,Joyería,3,144.41,433.23,29.28,Entregado,15/12/2025,20/12/2025,Transferencia,1,Maracaibo,Online,Miguel Vargas,2.9,462.51,9.738063,-70.81109
CLI00044,Valentina López,5136,Collar dorado,Joyería,2,412.84,825.68,13.22,Entregado,06/10/2025,19/10/2025,Efectivo,1,Valencia,Online,Miguel Vargas,1.3,838.9,8.89204,-65.766014
CLI00045,Luis Hernández,4697,Pulsera plateada,Joyería,7,230.75,1615.25,14.4,Pendiente,15/03/2025,22/03/2025,Pago móvil,1,Caracas,Online,Luisa Morales,3.5,1629.65,8.964443,-72.203969
CLI00046,Gabriela Torres,3847,Pulsera plateada,Joyería,2,86.7,173.4,13.44,En tránsito,26/04/2025,03/05/2025,Efectivo,1,Barquisimeto,Tienda física,Miguel Vargas,3.8,186.84,9.797738,-64.020304
CLI00047,Valentina López,4241,Gafas de sol,Accesorios,2,276.84,553.68,20.13,Cancelado,25/05/2024,29/05/2024,Efectivo,1,Valencia,Tienda física,Miguel Vargas,2.8,573.81,9.862271,-69.194769
CLI00048,Ana Rodríguez,5460,Pulsera plateada,Joyería,9,251.96,2267.64,4.25,Entregado,18/03/2025,01/04/2025,Tarjeta débito,1,Maracay,Online,Pedro Castillo,1.9,2271.89,10.766913,-61.683022
CLI00049,María González,5415,Falda midi,Ropa,1,383.92,383.92,6.91,Entregado,28/03/2025,04/04/2025,Tarjeta crédito,12,Cumaná,Online,Carmen Suárez,2.4,390.83,9.266557,-64.253198
CLI00050,Ana Rodríguez,6403,Gafas de sol,Accesorios,8,151.23,1209.84,28.47,Pendiente,17/07/2025,20/07/2025,Transferencia,1,Maracaibo,Tienda física,Miguel Vargas,2.3,1238.31,12.068813,-67.843637
CLI00051,Andrés Díaz,9889,Collar dorado,Joyería,7,36.56,255.92,16.52,En tránsito,25/05/2025,07/06/2025,Transferencia,1,Caracas,Online,Miguel Vargas,3.2,272.44,11.88176,-67.385433
CLI00052,Andrés Díaz,2989,Vestido de noche,Ropa,10,401.66,4016.6,21.87,Entregado,15/01/2024,26/01/2024,Transferencia,1,Maracaibo,Online,Pedro Castillo,2.8,4038.47,8.316851,-62.066067
CLI00053,Gabriela Torres,5781,Pulsera plateada,Joyería,5,213.59,1067.95,15.51,Entregado,12/04/2025,23/04/2025,Tarjeta crédito,12,Barquisimeto,Online,Pedro Castillo,2.1,1083.46,11.276027,-67.698277
CLI00054,José Ramírez,1042,Zapatos de tacón,Calzado,5,420.36,2101.8,18.24,En tránsito,01/06/2024,11/06/2024,Pago móvil,1,Cumaná,Tienda física,Miguel Vargas,3.2,2120.04,10.191092,-67.152848
CLI00055,José Ramírez,4090,Cartera de cuero,Accesorios,10,197.66,1976.6,25.97,Entregado,21/11/2024,05/12/2024,Transferencia,1,Barcelona,Tienda física,Luisa Morales,3.0,2002.57,7.962886,-66.519069
CLI00056,José Ramírez,2644,Collar dorado,Joyería,2,267.72,535.44,14.79,En tránsito,23/02/2025,08/03/2025,Tarjeta crédito,1,Cumaná,Tienda física,Miguel Vargas,3.5,550.23,9.548927,-72.215743
CLI00057,Carlos Pérez,9742,Gafas de sol,Accesorios,6,317.13,1902.78,26.85,Entregado,08/07/2025,11/07/2025,Pago móvil,1,Maracaibo,Online,Miguel Vargas,5.0,1929.63,11.085772,-67.441385
CLI00058,María González,2646,Collar dorado,Joyería,3,350.06,1050.18,27.3,Entregado,27/02/2024,05/03/2024,Tarjeta débito,1,Mérida,Tienda física,Luisa Morales,2.0,1077.48,9.613028,-64.095695
CLI00059,Gabriela Torres,3785,Pantalón casual,Ropa,2,308.65,617.3,12.71,En tránsito,24/05/2025,05/06/2025,Tarjeta crédito,3,Cumaná,Tienda física,Carmen Suárez,2.0,630.01,7.841349,-62.437453
CLI00060,Valentina López,9955,Pantalón casual,Ropa,2,226.45,452.9,11.68,Entregado,16/10/2025,25/10/2025,Tarjeta débito,1,Cumaná,Tienda física,Luisa Morales,5.0,464.58,11.554676,-71.860181
CLI00061,Luis Hernández,6881,Falda midi,Ropa,5,496.42,2482.1,10.27,Devuelto,05/11/2025,14/11/2025,Tarjeta débito,1,Caracas,Online,Carmen Suárez,4.3,2492.37,11.772914,-62.827497
CLI00062,Gabriela Torres,6772,Cartera de cuero,Accesorios,4,314.24,1256.96,20.98,En tránsito,06/11/2025,19/11/2025,Tarjeta crédito,1,Caracas,Tienda física,Carmen Suárez,1.1,1277.94,9.405389,-71.525941
CLI00063,Gabriela Torres,6352,Gafas de sol,Accesorios,3,108.39,325.17,24.02,Pendiente,09/01/2025,20/01/2025,Pago móvil,1,Maracay,Online,Miguel Vargas,4.7,349.19,11.954426,-60.240315
CLI00064,Gabriela Torres,6549,Blusa floral,Ropa,8,481.82,3854.56,5.94,Devuelto,23/11/2025,07/12/2025,Transferencia,1,Mérida,Online,Carmen Suárez,1.1,3860.5,10.160918,-67.160389
CLI00065,María González,7242,Perfume importado,Belleza,2,340.67,681.34,15.2,En tránsito,28/07/2025,05/08/2025,Pago móvil,1,Barquisimeto,Online,Carmen Suárez,4.6,696.54,9.129637,-67.788006
CLI00066,Carlos Pérez,1742,Vestido de noche,Ropa,5,498.0,2490.0,5.25,Entregado,04/07/2025,09/07/2025,Transferencia,1,Cumaná,Tienda física,Carmen Suárez,3.3,2495.25,10.997036,-61.346914
CLI00067,José Ramírez,9017,Falda midi,Ropa,7,470.14,3290.98,9.83,En tránsito,10/08/2024,20/08/2024,Transferencia,1,Barquisimeto,Tienda física,Pedro Castillo,4.9,3300.81,9.416274,-61.127101
CLI00068,Luis Hernández,1992,Gafas de sol,Accesorios,5,103.01,515.05,5.42,Pendiente,10/04/2025,14/04/2025,Tarjeta crédito,1,Caracas,Tienda física,Luisa Morales,5.0,520.47,11.262704,-70.529725
CLI00069,José Ramírez,4538,Cartera de cuero,Accesorios,6,389.44,2336.64,24.08,Entregado,10/10/2024,15/10/2024,Tarjeta crédito,6,Valencia,Online,Pedro Castillo,1.5,2360.72,9.376266,-62.656174
CLI00070,Gabriela Torres,1258,Pantalón casual,Ropa,5,35.68,178.4,22.77,Entregado,06/03/2024,16/03/2024,Transferencia,1,Mérida,Online,Carmen Suárez,3.0,201.17,11.959829,-72.714572
CLI00071,José Ramírez,8504,Vestido de noche,Ropa,1,499.31,499.31,25.72,Entregado,20/04/2024,30/04/2024,Transferencia,1,Maracaibo,Online,Miguel Vargas,3.4,525.03,8.089002,-69.587284
CLI00072,Valentina López,7240,Falda midi,Ropa,9,154.5,1390.5,16.16,Entregado,19/12/2025,23/12/2025,Pago móvil,1,Barquisimeto,Tienda física,Carmen Suárez,4.6,1406.66,9.62078,-62.12984
CLI00073,María González,7815,Blusa floral,Ropa,6,219.11,1314.66,20.62,Entregado,05/06/2024,18/06/2024,Transferencia,1,Maracaibo,Online,Pedro Castillo,1.4,1335.28,8.224884,-63.326254
CLI00074,Andrés Díaz,1982,Falda midi,Ropa,9,285.22,2566.98,20.76,Entregado,12/11/2025,27/11/2025,Transferencia,1,Caracas,Tienda física,Miguel Vargas,2.4,2587.74,10.342841,-70.428026
CLI00075,José Ramírez,4674,Blusa floral,Ropa,6,424.23,2545.38,12.29,En tránsito,10/08/2025,16/08/2025,Transferencia,1,Caracas,Tienda física,Pedro Castillo,1.7,2557.67,10.891875,-69.128707
CLI00076,José Ramírez,6751,Vestido de noche,Ropa,3,436.23,1308.69,17.86,Entregado,25/05/2024,08/06/2024,Efectivo,1,Maracaibo,Online,Carmen Suárez,2.7,1326.55,9.299942,-68.304283
CLI00077,Valentina López,2391,Vestido de noche,Ropa,3,87.13,261.39,19.3,En tránsito,05/10/2024,15/10/2024,Transferencia,1,Cumaná,Tienda física,Carmen Suárez,2.1,280.69,11.12175,-71.763464
CLI00078,Gabriela Torres,2816,Zapatos de tacón,Calzado,10,248.45,2484.5,20.68,Entregado,08/02/2025,20/02/2025,Efectivo,1,Caracas,Online,Miguel Vargas,4.8,2505.18,11.176338,-62.983828
CLI00079,José Ramírez,6375,Blusa floral,Ropa,1,253.72,253.72,14.06,Entregado,29/06/2025,13/07/2025,Tarjeta crédito,6,Maracaibo,Tienda física,Pedro Castillo,2.7,267.78,9.822919,-72.248855
CLI00080,Carlos Pérez,8033,Falda midi,Ropa,7,357.65,2503.55,13.7,Entregado,22/01/2024,30/01/2024,Tarjeta crédito,12,Mérida,Online,Carmen Suárez,4.4,2517.25,8.870592,-65.350238
CLI00081,Luis Hernández,7484,Zapatos de tacón,Calzado,6,118.57,711.42,23.82,Entregado,10/10/2025,14/10/2025,Pago móvil,1,Barquisimeto,Tienda física,Miguel Vargas,3.9,735.24,11.403374,-62.297
CLI00082,Carlos Pérez,2684,Pantalón casual,Ropa,5,106.66,533.3,18.87,En tránsito,02/11/2025,06/11/2025,Tarjeta crédito,12,Cumaná,Tienda física,Miguel Vargas,4.5,552.17,10.559757,-71.262075
CLI00083,Carlos Pérez,8682,Collar dorado,Joyería,5,400.2,2001.0,18.56,Entregado,16/03/2024,23/03/2024,Transferencia,1,Cumaná,Online,Pedro Castillo,2.5,2019.56,9.063139,-64.597003
CLI00084,José Ramírez,9307,Gafas de sol,Accesorios,8,294.36,2354.88,28.72,En tránsito,12/02/2024,22/02/2024,Pago móvil,1,Barquisimeto,Tienda física,Carmen Suárez,3.0,2383.6,12.013978,-67.217938
CLI00085,Ana Rodríguez,2381,Pulsera plateada,Joyería,3,29.18,87.54,21.81,Devuelto,20/06/2025,01/07/2025,Pago móvil,1,Valencia,Tienda física,Miguel Vargas,4.7,109.35,9.504633,-62.844725
CLI00086,María González,6482,Blusa floral,Ropa,6,56.31,337.86,20.99,Entregado,03/11/2025,15/11/2025,Tarjeta crédito,6,Maracaibo,Online,Miguel Vargas,2.2,358.85,10.686641,-64.361175
CLI00087,José Ramírez,2388,Zapatos de tacón,Calzado,9,194.57,1751.13,24.17,Pendiente,17/11/2025,01/12/2025,Pago móvil,1,Maracaibo,Tienda física,Miguel Vargas,1.1,1775.3,9.159011,-60.459214
CLI00088,María González,8967,Cartera de cuero,Accesorios,4,499.99,1999.96,6.34,Entregado,13/04/2024,24/04/2024,Pago móvil,1,Caracas,Tienda física,Luisa Morales,3.4,2006.3,8.478712,-70.858579
CLI00089,Luis Hernández,8170,Vestido de noche,Ropa,7,188.51,1319.57,22.15,Devuelto,17/09/2025,24/09/2025,Transferencia,1,Barquisimeto,Online,Miguel Vargas,4.9,1341.72,11.251229,-61.096346
CLI00090,Carlos Pérez,7026,Falda midi,Ropa,8,236.22,1889.76,9.89,Entregado,24/06/2025,03/07/2025,Tarjeta crédito,3,Valencia,Tienda física,Pedro Castillo,3.6,1899.65,11.646115,-65.8137
CLI00091,Valentina López,9452,Blusa floral,Ropa,5,51.1,255.5,6.49,Entregado,09/06/2025,14/06/2025,Transferencia,1,Maracaibo,Online,Carmen Suárez,4.5,261.99,11.894076,-67.698892
CLI00092,María González,9224,Perfume importado,Belleza,4,199.22,796.88,4.28,Entregado,22/11/2024,26/11/2024,Tarjeta débito,1,Valencia,Online,Pedro Castillo,2.1,801.16,11.450951,-63.903028
CLI00093,Andrés Díaz,8685,Collar dorado,Joyería,10,12.57,125.7,4.22,Entregado,02/06/2024,13/06/2024,Pago móvil,1,Barcelona,Online,Miguel Vargas,2.0,129.92,8.336133,-70.081067
CLI00094,Carlos Pérez,2029,Blusa floral,Ropa,8,302.4,2419.2,2.46,Entregado,04/09/2024,18/09/2024,Tarjeta crédito,6,Barcelona,Online,Miguel Vargas,2.0,2421.66,9.632897,-64.330987
CLI00095,Ana Rodríguez,9576,Perfume importado,Belleza,2,477.17,954.34,17.23,En tránsito,03/06/2025,14/06/2025,Efectivo,1,Barcelona,Tienda física,Pedro Castillo,3.5,971.57,12.116573,-69.875721
CLI00096,Andrés Díaz,6850,Blusa floral,Ropa,6,128.15,768.9,20.4,Entregado,18/08/2025,01/09/2025,Tarjeta débito,1,Valencia,Online,Miguel Vargas,3.2,789.3,11.379439,-70.936297
CLI00097,Andrés Díaz,8840,Pantalón casual,Ropa,3,40.92,122.76,23.73,Entregado,27/10/2024,02/11/2024,Efectivo,1,Barquisimeto,Online,Miguel Vargas,4.7,146.49,10.067688,-59.946844
CLI00098,Valentina López,5150,Vestido de noche,Ropa,4,150.19,600.76,26.14,Entregado,02/11/2025,10/11/2025,Tarjeta débito,1,Maracaibo,Tienda física,Carmen Suárez,4.6,626.9,11.070554,-61.222394
CLI00099,José Ramírez,6554,Pantalón casual,Ropa,8,349.11,2792.88,12.29,En tránsito,30/09/2024,15/10/2024,Efectivo,1,Barcelona,Online,Carmen Suárez,3.4,2805.17,11.418302,-65.936096
CLI00100,Valentina López,2680,Blusa floral,Ropa,6,333.85,2003.1,10.58,En tránsito,12/03/2025,17/03/2025,Transferencia,1,Mérida,Tienda física,Pedro Castillo,3.9,2013.68,11.811072,-64.999505
CLI00101,José Ramírez,5498,Vestido de noche,Ropa,2,338.88,677.76,13.37,Entregado,26/11/2025,01/12/2025,Efectivo,1,Valencia,Tienda física,Pedro Castillo,1.5,691.13,8.83838,-64.590301
CLI00102,Ana Rodríguez,7272,Falda midi,Ropa,1,306.5,306.5,21.01,Cancelado,15/01/2025,25/01/2025,Efectivo,1,Valencia,Tienda física,Carmen Suárez,2.3,327.51,9.026235,-60.332979
CLI00103,María González,4048,Collar dorado,Joyería,9,199.62,1796.58,17.73,Entregado,23/09/2024,07/10/2024,Transferencia,1,Barquisimeto,Tienda física,Carmen Suárez,1.8,1814.31,8.397205,-72.300297
CLI00104,Andrés Díaz,8292,Blusa floral,Ropa,6,337.24,2023.44,21.87,Entregado,24/10/2024,31/10/2024,Tarjeta crédito,3,Mérida,Online,Pedro Castillo,4.9,2045.31,11.285089,-70.104062
CLI00105,Valentina López,1430,Perfume importado,Belleza,9,290.42,2613.78,15.09,Devuelto,12/05/2024,24/05/2024,Efectivo,1,Maracaibo,Tienda física,Carmen Suárez,5.0,2628.87,10.963027,-66.203109
CLI00106,María González,2208,Pantalón casual,Ropa,6,324.75,1948.5,14.6,En tránsito,18/12/2024,23/12/2024,Pago móvil,1,Valencia,Online,Carmen Suárez,3.0,1963.1,11.620131,-62.076224
CLI00107,María González,5982,Pantalón casual,Ropa,3,168.1,504.3,21.86,Entregado,15/06/2025,22/06/2025,Efectivo,1,Maracay,Online,Miguel Vargas,1.5,526.16,9.132428,-66.098047
CLI00108,Ana Rodríguez,3526,Pantalón casual,Ropa,10,363.11,3631.1,18.94,Pendiente,31/07/2025,03/08/2025,Efectivo,1,Maracaibo,Online,Miguel Vargas,3.6,3650.04,11.17462,-67.676078
CLI00109,José Ramírez,9159,Pulsera plateada,Joyería,5,324.53,1622.65,10.46,Entregado,02/12/2025,11/12/2025,Tarjeta débito,1,Cumaná,Online,Pedro Castillo,1.6,1633.11,9.628736,-67.030031
CLI00110,Carlos Pérez,3353,Perfume importado,Belleza,6,369.76,2218.56,26.1,Devuelto,13/05/2024,28/05/2024,Tarjeta débito,1,Maracaibo,Tienda física,Luisa Morales,2.9,2244.66,8.976875,-69.953095
CLI00111,Gabriela Torres,1829,Zapatos de tacón,Calzado,7,433.44,3034.08,13.71,Devuelto,12/06/2024,20/06/2024,Pago móvil,1,Mérida,Online,Luisa Morales,3.0,3047.79,10.064789,-66.566744
CLI00112,Andrés Díaz,9148,Vestido de noche,Ropa,2,473.16,946.32,16.15,Devuelto,08/08/2024,20/08/2024,Tarjeta débito,1,Caracas,Online,Miguel Vargas,3.0,962.47,11.682294,-64.46749
CLI00113,Gabriela Torres,5681,Pulsera plateada,Joyería,1,425.11,425.11,14.07,Pendiente,09/01/2025,24/01/2025,Transferencia,1,Mérida,Online,Carmen Suárez,1.2,439.18,10.271994,-68.405929
CLI00114,José Ramírez,2204,Gafas de sol,Accesorios,9,230.67,2076.03,17.4,Pendiente,30/09/2025,13/10/2025,Pago móvil,1,Maracaibo,Online,Pedro Castillo,2.6,2093.43,11.297548,-68.722348
CLI00115,José Ramírez,3363,Cartera de cuero,Accesorios,10,259.47,2594.7,16.0,Entregado,20/05/2024,03/06/2024,Tarjeta débito,1,Cumaná,Tienda física,Luisa Morales,3.4,2610.7,10.068225,-68.872461
CLI00116,Gabriela Torres,3662,Gafas de sol,Accesorios,10,372.27,3722.7,10.38,Entregado,05/06/2025,16/06/2025,Transferencia,1,Maracay,Tienda física,Pedro Castillo,2.5,3733.08,10.764748,-60.071377
CLI00117,Carlos Pérez,1436,Falda midi,Ropa,8,140.11,1120.88,20.36,Devuelto,15/08/2025,27/08/2025,Tarjeta crédito,1,Cumaná,Online,Carmen Suárez,1.6,1141.24,10.795198,-72.873798
CLI00118,Andrés Díaz,4125,Vestido de noche,Ropa,8,163.71,1309.68,6.24,En tránsito,24/02/2025,07/03/2025,Pago móvil,1,Cumaná,Online,Luisa Morales,3.1,1315.92,10.267902,-59.825341
CLI00119,Gabriela Torres,9609,Gafas de sol,Accesorios,6,478.78,2872.68,14.87,Entregado,13/07/2025,21/07/2025,Tarjeta débito,1,Cumaná,Online,Luisa Morales,2.1,2887.55,9.113396,-60.589945
CLI00120,Gabriela Torres,5735,Cartera de cuero,Accesorios,8,165.35,1322.8,11.77,Cancelado,07/10/2024,14/10/2024,Efectivo,1,Barcelona,Tienda física,Miguel Vargas,4.8,1334.57,11.34031,-69.378889
CLI00121,Luis Hernández,2294,Perfume importado,Belleza,8,331.43,2651.44,22.93,Entregado,05/07/2025,12/07/2025,Pago móvil,1,Maracay,Online,Pedro Castillo,3.5,2674.37,10.382054,-70.026816
CLI00122,José Ramírez,4814,Vestido de noche,Ropa,2,212.52,425.04,22.09,Entregado,20/05/2024,23/05/2024,Pago móvil,1,Valencia,Tienda física,Carmen Suárez,2.9,447.13,8.677606,-60.28716
