ID Cliente,Nombre Cliente,ID Producto,Producto,Categoría del Producto,Cantidad,Precio Unitario,Precio,Costo de envío,Estado de Envío,Fecha de Compra,Fecha de Envío,Método de pago,Cantidad de cuotas,Ciudad,Lugar de Compra,Vendedor,Calificación,Total Venta,lat,lon
CLI00023,Louis Thomas,6705,Rouge à lèvres,Maquillage,3,1011.43,3034.29,95.71,Entregado,12/12/2025,25/12/2025,Virement bancaire,1,Toulouse,Online,Maxime Lefebvre,3.8,3130.0,44.991677,3.852199
CLI00024,Amélie Petit,4668,Sérum anti-âge,Soin visage,10,1341.83,13418.3,96.44,Entregado,10/12/2024,23/12/2024,Carte de débit,1,Toulouse,Tienda física,Antoine Laurent,1.3,13514.74,49.286397,-4.032272
CLI00025,Louis Thomas,4133,Fond de teint,Maquillage,7,334.74,2343.18,49.26,Entregado,17/05/2025,25/05/2025,Carte de crédit,6,Nantes,Tienda física,Céline Michel,4.7,2392.44,47.964233,0.861099
CLI00026,Marie Leroy,3340,Rouge à lèvres,Maquillage,5,694.15,3470.75,58.26,Entregado,28/11/2025,12/12/2025,PayPal,1,Nantes,Tienda física,Isabelle Moreau,1.9,3529.01,43.383888,4.6306
CLI00027,Camille Bernard,7276,Mascara volume,Maquillage,5,2028.9,10144.5,97.68,Entregado,21/08/2024,24/08/2024,Carte de débit,1,Nice,Online,Maxime Lefebvre,4.9,10242.18,47.33504,-0.304113
CLI00028,Pierre Martin,2844,Rouge à lèvres,Maquillage,2,1736.26,3472.52,84.55,Cancelado,13/02/2025,26/02/2025,Apple Pay,1,Marseille,Tienda física,Céline Michel,2.4,3557.07,46.303201,-3.165376
CLI00029,François Simon,6498,Palette maquillage,Maquillage,6,1232.94,7397.64,40.53,Entregado,20/03/2025,23/03/2025,Carte de débit,1,Lyon,Tienda física,Isabelle Moreau,1.9,7438.17,42.430003,1.364318
CLI00030,Marie Leroy,1236,Palette maquillage,Maquillage,1,1927.63,1927.63,22.63,Entregado,16/12/2025,25/12/2025,PayPal,1,Lyon,Tienda física,Céline Michel,4.9,1950.26,44.715564,0.392942
CLI00031,Louis Thomas,3430,Rouge à lèvres,Maquillage,3,1945.11,5835.33,34.36,Entregado,12/01/2025,19/01/2025,Carte de crédit,6,Lille,Online,Isabelle Moreau,2.4,5869.69,48.300422,-2.854404
CLI00032,François Simon,6332,Fond de teint,Maquillage,1,984.81,984.81,43.1,En tránsito,13/08/2024,24/08/2024,Carte de débit,1,Nice,Online,Maxime Lefebvre,4.4,1027.91,50.610107,5.56341
CLI00033,Amélie Petit,1196,Crème visage,Soin visage,1,917.7,917.7,81.02,Entregado,25/09/2024,07/10/2024,Virement bancaire,1,Lille,Tienda física,Maxime Lefebvre,1.8,998.72,44.524191,0.814387
CLI00034,Amélie Petit,5074,Crème visage,Soin visage,3,450.39,1351.17,112.4,Pendiente,09/08/2025,17/08/2025,Carte de débit,1,Rennes,Tienda física,Antoine Laurent,1.6,1463.57,49.516117,-4.176461
CLI00035,Pierre Martin,5214,Crème visage,Soin visage,1,287.53,287.53,44.2,En tránsito,10/04/2024,20/04/2024,PayPal,1,Strasbourg,Tienda física,Maxime Lefebvre,1.4,331.73,46.313653,-3.757283
CLI00036,Julien Robert,1598,Sérum anti-âge,Soin visage,2,178.38,356.76,125.89,Pendiente,09/06/2025,13/06/2025,Carte de crédit,3,Lille,Online,Céline Michel,4.2,482.65,42.827609,2.75274
CLI00037,Louis Thomas,3418,Parfum luxe,Parfumerie,8,1479.66,11837.28,32.93,Entregado,09/02/2024,14/02/2024,Virement bancaire,1,Strasbourg,Tienda física,Antoine Laurent,2.7,11870.21,47.068184,0.242391
CLI00038,Sophie Dubois,6022,Mascara volume,Maquillage,6,1648.67,9892.02,74.95,En tránsito,03/09/2025,16/09/2025,Carte de débit,1,Nice,Online,Maxime Lefebvre,4.6,9966.97,43.937257,5.261192
CLI00039,François Simon,3370,Sérum anti-âge,Soin visage,2,658.67,1317.34,66.23,Pendiente,15/02/2025,25/02/2025,Carte de crédit,3,Rennes,Tienda física,Maxime Lefebvre,3.4,1383.57,43.914896,-2.984052
CLI00040,Camille Bernard,5037,Fond de teint,Maquillage,8,629.6,5036.8,56.76,Entregado,30/08/2024,12/09/2024,Virement bancaire,1,Nantes,Tienda física,Maxime Lefebvre,1.7,5093.56,47.646507,1.911682
CLI00041,Julien Robert,5733,Parfum luxe,Parfumerie,10,70.74,707.4,94.79,Entregado,12/02/2024,16/02/2024,PayPal,1,Paris,Tienda física,Antoine Laurent,1.2,802.19,46.157586,-1.719423
CLI00042,Amélie Petit,1410,Mascara volume,Maquillage,10,1296.29,12962.9,22.47,Entregado,12/03/2025,17/03/2025,Virement bancaire,1,Marseille,Online,Antoine Laurent,1.5,12985.37,44.923626,-0.601393
CLI00043,Camille Bernard,4126,Mascara volume,Maquillage,9,1836.05,16524.45,29.02,Pendiente,03/07/2024,14/07/2024,Carte de crédit,1,Nantes,Tienda física,Antoine Laurent,1.7,16553.47,44.564035,5.57406
CLI00044,Louis Thomas,9647,Crème visage,Soin visage,3,1078.19,3234.57,123.06,En tránsito,18/05/2024,31/05/2024,Apple Pay,1,Strasbourg,Tienda física,Isabelle Moreau,2.7,3357.63,43.189913,6.714959
CLI00045,Pierre Martin,2505,Sérum anti-âge,Soin visage,9,1198.41,10785.69,74.29,Entregado,30/04/2025,15/05/2025,Apple Pay,1,Toulouse,Tienda física,Maxime Lefebvre,3.6,10859.98,47.601827,2.127703
CLI00046,Pierre Martin,1508,Lotion corporelle,Soin corps,1,269.54,269.54,124.74,Entregado,22/05/2025,29/05/2025,Virement bancaire,1,Toulouse,Tienda física,Isabelle Moreau,1.5,394.28,45.275306,-0.94461
CLI00047,Sophie Dubois,6453,Crème visage,Soin visage,7,1990.87,13936.09,57.71,Entregado,22/04/2025,02/05/2025,Carte de débit,1,Lyon,Online,Isabelle Moreau,1.4,13993.8,50.112741,3.252348
CLI00048,Sophie Dubois,6424,Huile essentielle,Aromathérapie,7,370.03,2590.21,121.4,Entregado,22/10/2024,25/10/2024,Carte de débit,1,Lyon,Tienda física,Maxime Lefebvre,4.2,2711.61,46.947966,2.079129
CLI00049,Amélie Petit,2664,Mascara volume,Maquillage,9,1798.08,16182.72,115.73,Entregado,02/01/2025,11/01/2025,Virement bancaire,1,Nice,Tienda física,Isabelle Moreau,2.1,16298.45,45.13521,-3.587386
CLI00050,Marie Leroy,1486,Fond de teint,Maquillage,1,898.95,898.95,86.88,En tránsito,05/09/2025,15/09/2025,Apple Pay,1,Strasbourg,Tienda física,Antoine Laurent,4.6,985.83,46.898457,1.048411
CLI00051,Pierre Martin,4929,Eau de toilette,Parfumerie,7,1385.71,9699.97,42.33,Entregado,26/06/2025,03/07/2025,Carte de crédit,6,Lille,Tienda física,Céline Michel,2.5,9742.3,47.981622,4.312172
CLI00052,Camille Bernard,1557,Lotion corporelle,Soin corps,6,1184.41,7106.46,22.09,Entregado,13/12/2025,27/12/2025,Virement bancaire,1,Rennes,Tienda física,Céline Michel,3.9,7128.55,44.678909,-0.917758
CLI00053,Marie Leroy,9559,Parfum luxe,Parfumerie,9,616.85,5551.65,114.36,Entregado,08/04/2024,17/04/2024,Carte de crédit,1,Nice,Tienda física,Céline Michel,1.1,5666.01,48.483875,6.438176
CLI00054,Camille Bernard,6854,Huile essentielle,Aromathérapie,9,1007.44,9066.96,91.86,Entregado,04/12/2024,10/12/2024,Carte de crédit,1,Rennes,Tienda física,Isabelle Moreau,3.8,9158.82,47.660214,3.697163
CLI00055,Pierre Martin,3598,Fond de teint,Maquillage,3,819.22,2457.66,92.46,Devuelto,05/09/2024,16/09/2024,PayPal,1,Toulouse,Tienda física,Céline Michel,2.1,2550.12,46.251876,-3.032749
CLI00056,Camille Bernard,4610,Fond de teint,Maquillage,10,901.95,9019.5,51.47,Entregado,09/05/2024,23/05/2024,Carte de crédit,12,Nantes,Tienda física,Isabelle Moreau,1.6,9070.97,45.018514,4.061642
CLI00057,Sophie Dubois,7613,Lotion corporelle,Soin corps,9,742.13,6679.17,120.58,Entregado,12/10/2024,21/10/2024,PayPal,1,Nice,Online,Maxime Lefebvre,4.4,6799.75,44.716906,5.454191
CLI00058,Pierre Martin,7154,Parfum luxe,Parfumerie,6,1942.74,11656.44,50.78,En tránsito,08/05/2025,16/05/2025,Apple Pay,1,Toulouse,Tienda física,Maxime Lefebvre,1.5,11707.22,48.329175,-3.206926
CLI00059,Amélie Petit,4359,Fond de teint,Maquillage,7,470.47,3293.29,111.83,En tránsito,15/04/2025,24/04/2025,PayPal,1,Nantes,Tienda física,Céline Michel,1.3,3405.12,42.605228,2.341503
CLI00060,Julien Robert,3867,Sérum anti-âge,Soin visage,10,924.27,9242.7,9.83,Entregado,17/01/2024,21/01/2024,Carte de crédit,12,Nice,Online,Maxime Lefebvre,4.6,9252.53,43.826933,6.025666
CLI00061,Louis Thomas,7971,Mascara volume,Maquillage,3,1723.86,5171.58,123.86,Entregado,02/08/2024,12/08/2024,Carte de crédit,12,Marseille,Tienda física,Céline Michel,1.9,5295.44,42.510353,-3.0228
CLI00062,Sophie Dubois,7990,Huile essentielle,Aromathérapie,5,1569.88,7849.4,66.28,Entregado,17/12/2024,30/12/2024,Virement bancaire,1,Nantes,Online,Isabelle Moreau,4.9,7915.68,42.680355,-3.099357
CLI00063,Marie Leroy,6101,Lotion corporelle,Soin corps,9,1583.41,14250.69,90.48,Entregado,11/08/2024,20/08/2024,Carte de crédit,3,Strasbourg,Tienda física,Antoine Laurent,1.9,14341.17,44.761047,6.622566
CLI00064,Sophie Dubois,7079,Fond de teint,Maquillage,1,1145.03,1145.03,78.32,En tránsito,27/04/2024,11/05/2024,Carte de crédit,1,Strasbourg,Tienda física,Maxime Lefebvre,3.1,1223.35,46.181131,-3.991112
CLI00065,Julien Robert,4105,Crème visage,Soin visage,4,1040.89,4163.56,27.68,En tránsito,20/03/2025,03/04/2025,PayPal,1,Lille,Tienda física,Antoine Laurent,4.1,4191.24,49.067405,6.884906
CLI00066,François Simon,8517,Lotion corporelle,Soin corps,4,1512.81,6051.24,97.19,Entregado,11/03/2025,20/03/2025,Carte de débit,1,Marseille,Online,Céline Michel,1.0,6148.43,51.0409,-4.457095
CLI00067,Sophie Dubois,8882,Lotion corporelle,Soin corps,4,1992.24,7968.96,25.26,Entregado,22/11/2025,06/12/2025,PayPal,1,Rennes,Online,Maxime Lefebvre,1.4,7994.22,50.250408,-3.084229
CLI00068,Julien Robert,1892,Rouge à lèvres,Maquillage,5,1658.05,8290.25,79.82,Entregado,14/10/2025,18/10/2025,Carte de crédit,6,Rennes,Tienda física,Céline Michel,2.0,8370.07,49.89528,0.905812
CLI00069,Louis Thomas,9994,Huile essentielle,Aromathérapie,6,1946.22,11677.32,111.13,En tránsito,02/09/2024,16/09/2024,PayPal,1,Rennes,Tienda física,Céline Michel,1.8,11788.45,44.499138,-1.165947
CLI00070,Pierre Martin,4171,Mascara volume,Maquillage,6,1145.54,6873.24,103.02,Pendiente,28/10/2024,10/11/2024,Virement bancaire,1,Strasbourg,Online,Antoine Laurent,2.5,6976.26,47.066125,1.910681
CLI00071,Pierre Martin,7619,Crème visage,Soin visage,3,545.62,1636.86,30.05,Entregado,22/03/2025,28/03/2025,Carte de débit,1,Lyon,Online,Céline Michel,2.6,1666.91,44.159615,-0.783078
CLI00072,Pierre Martin,2690,Sérum anti-âge,Soin visage,10,1988.61,19886.1,48.81,Entregado,26/12/2024,04/01/2025,Carte de débit,1,Toulouse,Online,Isabelle Moreau,1.6,19934.91,49.746817,2.257682
CLI00073,Camille Bernard,8692,Huile essentielle,Aromathérapie,9,1341.51,12073.59,49.21,En tránsito,11/09/2025,25/09/2025,PayPal,1,Lyon,Online,Maxime Lefebvre,1.2,12122.8,47.358378,2.018076
CLI00074,Pierre Martin,2532,Rouge à lèvres,Maquillage,1,1674.1,1674.1,65.95,Cancelado,17/10/2024,27/10/2024,Apple Pay,1,Lyon,Tienda física,Maxime Lefebvre,2.3,1740.05,43.569362,3.942813
CLI00075,Louis Thomas,6307,Mascara volume,Maquillage,7,1683.46,11784.22,119.81,En tránsito,26/09/2024,10/10/2024,Virement bancaire,1,Nantes,Online,Antoine Laurent,3.9,11904.03,44.995598,-0.053919
CLI00076,François Simon,9357,Parfum luxe,Parfumerie,6,355.61,2133.66,114.55,Cancelado,07/10/2025,19/10/2025,Carte de crédit,1,Lyon,Tienda física,Céline Michel,2.7,2248.21,44.156212,5.165568
CLI00077,Amélie Petit,4190,Huile essentielle,Aromathérapie,7,588.96,4122.72,86.73,Cancelado,22/08/2025,05/09/2025,Virement bancaire,1,Lille,Tienda física,Isabelle Moreau,3.0,4209.45,49.265644,5.16182
CLI00078,Pierre Martin,4076,Lotion corporelle,Soin corps,7,150.69,1054.83,78.19,Entregado,27/08/2025,30/08/2025,Carte de crédit,12,Rennes,Tienda física,Antoine Laurent,3.6,1133.02,45.89077,-2.499442
CLI00079,Marie Leroy,6432,Rouge à lèvres,Maquillage,4,1697.35,6789.4,77.44,Entregado,05/02/2025,19/02/2025,Carte de crédit,6,Paris,Tienda física,Céline Michel,1.7,6866.84,48.274109,-4.355751
CLI00080,Sophie Dubois,5188,Fond de teint,Maquillage,6,1766.56,10599.36,117.54,Devuelto,25/03/2024,05/04/2024,Apple Pay,1,Strasbourg,Online,Isabelle Moreau,4.1,10716.9,49.246491,1.664122
CLI00081,Louis Thomas,7735,Eau de toilette,Parfumerie,7,1483.52,10384.64,123.84,En tránsito,07/07/2024,14/07/2024,Carte de débit,1,Bordeaux,Online,Isabelle Moreau,4.4,10508.48,46.642321,0.857385
CLI00082,François Simon,2122,Fond de teint,Maquillage,8,968.12,7744.96,28.37,En tránsito,13/03/2024,26/03/2024,Carte de débit,1,Bordeaux,Online,Céline Michel,4.5,7773.33,46.804443,-4.43523
CLI00083,Camille Bernard,8021,Huile essentielle,Aromathérapie,10,988.92,9889.2,83.97,Entregado,22/09/2025,02/10/2025,Carte de débit,1,Toulouse,Online,Isabelle Moreau,4.0,9973.17,44.801309,-1.392859
CLI00084,Louis Thomas,5363,Sérum anti-âge,Soin visage,8,796.1,6368.8,75.86,Entregado,26/12/2024,06/01/2025,PayPal,1,Nice,Online,Antoine Laurent,2.3,6444.66,46.047201,6.529979
CLI00085,Camille Bernard,7860,Lotion corporelle,Soin corps,6,1240.33,7441.98,58.02,Entregado,05/12/2024,08/12/2024,Carte de débit,1,Bordeaux,Online,Antoine Laurent,1.6,7500.0,44.14478,7.905154
CLI00086,Amélie Petit,2144,Crème visage,Soin visage,9,995.24,8957.16,47.48,Entregado,20/11/2024,23/11/2024,Carte de débit,1,Lille,Online,Antoine Laurent,4.4,9004.64,50.450834,6.440108
CLI00087,Marie Leroy,4403,Lotion corporelle,Soin corps,8,951.28,7610.24,65.08,Entregado,02/12/2024,11/12/2024,Apple Pay,1,Rennes,Tienda física,Céline Michel,2.7,7675.32,43.631811,4.189161
CLI00088,Camille Bernard,1400,Fond de teint,Maquillage,5,300.38,1501.9,63.55,En tránsito,17/05/2024,31/05/2024,PayPal,1,Nantes,Tienda física,Céline Michel,3.0,1565.45,42.681629,-1.260736
CLI00089,Sophie Dubois,4365,Mascara volume,Maquillage,6,589.89,3539.34,122.47,Entregado,10/10/2024,15/10/2024,Carte de crédit,1,Toulouse,Online,Isabelle Moreau,1.1,3661.81,47.503994,5.014213
CLI00090,Sophie Dubois,9566,Mascara volume,Maquillage,1,738.97,738.97,93.77,Cancelado,01/04/2024,09/04/2024,Apple Pay,1,Strasbourg,Tienda física,Isabelle Moreau,4.0,832.74,50.418557,3.016374
CLI00091,Louis Thomas,4828,Sérum anti-âge,Soin visage,7,588.46,4119.22,109.39,En tránsito,19/02/2025,22/02/2025,Carte de crédit,12,Strasbourg,Tienda física,Céline Michel,3.0,4228.61,44.80278,-3.791948
CLI00092,Marie Leroy,5801,Parfum luxe,Parfumerie,8,651.08,5208.64,66.32,En tránsito,25/02/2024,04/03/2024,PayPal,1,Toulouse,Online,Antoine Laurent,4.8,5274.96,47.724266,-3.581304
CLI00093,Sophie Dubois,9468,Parfum luxe,Parfumerie,10,2011.22,20112.2,20.04,Pendiente,30/11/2024,08/12/2024,PayPal,1,Rennes,Online,Céline Michel,1.4,20132.24,46.458842,7.058065
CLI00094,Pierre Martin,7375,Sérum anti-âge,Soin visage,7,775.59,5429.13,102.44,En tránsito,30/12/2025,05/01/2026,Carte de débit,1,Rennes,Tienda física,Céline Michel,3.4,5531.57,49.637259,6.175976
CLI00095,Pierre Martin,4738,Eau de toilette,Parfumerie,8,1627.16,13017.28,40.13,Entregado,25/12/2025,30/12/2025,PayPal,1,Lyon,Tienda física,Antoine Laurent,1.3,13057.41,47.684959,-4.676756
CLI00096,Camille Bernard,9324,Rouge à lèvres,Maquillage,6,1950.91,11705.46,97.77,Cancelado,26/12/2024,06/01/2025,Carte de crédit,12,Lyon,Tienda física,Céline Michel,2.1,11803.23,44.900289,-2.429747
CLI00097,Louis Thomas,2766,Crème visage,Soin visage,1,764.74,764.74,93.33,Entregado,05/12/2025,08/12/2025,Carte de débit,1,Lille,Tienda física,Antoine Laurent,2.0,858.07,47.424598,-2.216469
CLI00098,Louis Thomas,1050,Palette maquillage,Maquillage,5,643.13,3215.65,95.01,Entregado,05/12/2024,20/12/2024,Virement bancaire,1,Nantes,Tienda física,Céline Michel,4.0,3310.66,50.977857,6.521549
CLI00099,Amélie Petit,5510,Parfum luxe,Parfumerie,9,295.9,2663.1,10.19,Entregado,18/08/2024,29/08/2024,PayPal,1,Strasbourg,Tienda física,Céline Michel,4.2,2673.29,50.50996,-3.642687
CLI00100,Julien Robert,2217,Crème visage,Soin visage,9,1654.88,14893.92,31.83,Pendiente,08/05/2024,17/05/2024,Apple Pay,1,Bordeaux,Online,Antoine Laurent,1.8,14925.75,44.295128,-0.796688
CLI00101,Julien Robert,4528,Mascara volume,Maquillage,7,1495.58,10469.06,57.33,Entregado,29/08/2024,10/09/2024,Virement bancaire,1,Paris,Tienda física,Céline Michel,2.0,10526.39,43.4996,-2.098132
CLI00102,Camille Bernard,6489,Mascara volume,Maquillage,8,1055.78,8446.24,111.3,Pendiente,29/08/2025,03/09/2025,Apple Pay,1,Paris,Online,Antoine Laurent,1.6,8557.54,44.622878,-4.491109
CLI00103,Marie Leroy,7293,Huile essentielle,Aromathérapie,4,1900.52,7602.08,36.32,Entregado,25/05/2024,31/05/2024,Apple Pay,1,Rennes,Tienda física,Céline Michel,4.5,7638.4,42.623132,0.979652
CLI00104,Pierre Martin,6013,Parfum luxe,Parfumerie,1,2054.93,2054.93,28.44,Entregado,26/10/2024,04/11/2024,Carte de débit,1,Paris,Online,Isabelle Moreau,2.0,2083.37,44.823178,2.898359
CLI00105,Julien Robert,9853,Rouge à lèvres,Maquillage,4,1596.71,6386.84,62.4,Entregado,15/05/2025,29/05/2025,PayPal,1,Toulouse,Tienda física,Maxime Lefebvre,3.0,6449.24,48.582903,-0.549432
CLI00106,Camille Bernard,1181,Eau de toilette,Parfumerie,4,1054.88,4219.52,28.67,Entregado,02/12/2024,16/12/2024,Carte de crédit,6,Marseille,Online,Isabelle Moreau,4.2,4248.19,49.608625,5.079965
CLI00107,Camille Bernard,1018,Fond de teint,Maquillage,1,475.58,475.58,60.72,En tránsito,16/08/2025,23/08/2025,Carte de crédit,12,Marseille,Tienda física,Maxime Lefebvre,2.8,536.3,50.194609,-3.317912
CLI00108,Pierre Martin,8963,Parfum luxe,Parfumerie,2,566.15,1132.3,94.57,Entregado,02/12/2024,11/12/2024,Virement bancaire,1,Bordeaux,Tienda física,Isabelle Moreau,1.1,1226.87,46.056439,0.515294
CLI00109,Julien Robert,4638,Fond de teint,Maquillage,8,89.72,717.76,92.24,Entregado,28/08/2024,01/09/2024,Carte de débit,1,Bordeaux,Tienda física,Céline Michel,1.1,810.0,47.165021,4.81199
CLI00110,Louis Thomas,2891,Lotion corporelle,Soin corps,8,1830.06,14640.48,50.85,Pendiente,27/01/2025,08/02/2025,Carte de débit,1,Strasbourg,Online,Isabelle Moreau,3.3,14691.33,43.899368,-2.869752
CLI00111,Camille Bernard,3490,Eau de toilette,Parfumerie,1,1376.45,1376.45,116.89,Entregado,28/08/2024,02/09/2024,PayPal,1,Paris,Tienda física,Maxime Lefebvre,2.6,1493.34,42.644318,5.496056
CLI00112,Marie Leroy,3104,Mascara volume,Maquillage,3,92.58,277.74,48.24,Cancelado,15/06/2024,27/06/2024,Virement bancaire,1,Paris,Online,Antoine Laurent,4.8,325.98,44.967626,6.239957
CLI00113,Louis Thomas,7774,Rouge à lèvres,Maquillage,1,1774.43,1774.43,32.75,Entregado,25/10/2024,04/11/2024,PayPal,1,Lille,Tienda física,Antoine Laurent,2.6,1807.18,43.853404,5.970642
CLI00114,François Simon,4283,Lotion corporelle,Soin corps,1,469.4,469.4,88.57,En tránsito,10/09/2024,25/09/2024,Apple Pay,1,Paris,Tienda física,Maxime Lefebvre,3.4,557.97,48.944939,6.216483
CLI00115,Pierre Martin,9675,Fond de teint,Maquillage,10,1769.27,17692.7,118.45,En tránsito,16/06/2024,01/07/2024,Apple Pay,1,Rennes,Tienda física,Céline Michel,4.6,17811.15,48.017974,0.304711
CLI00116,Amélie Petit,4814,Sérum anti-âge,Soin visage,1,453.03,453.03,107.88,Entregado,05/02/2025,17/02/2025,Virement bancaire,1,Paris,Tienda física,Isabelle Moreau,3.8,560.91,49.708047,3.601414
CLI00117,Amélie Petit,5029,Sérum anti-âge,Soin visage,1,847.35,847.35,53.69,Entregado,25/01/2024,03/02/2024,Carte de crédit,3,Marseille,Tienda física,Antoine Laurent,3.4,901.04,42.796442,-4.379324
CLI00118,Camille Bernard,6360,Lotion corporelle,Soin corps,9,1801.62,16214.58,44.36,En tránsito,20/06/2025,23/06/2025,Carte de débit,1,Strasbourg,Tienda física,Antoine Laurent,3.5,16258.94,50.309775,-1.325106
CLI00119,Sophie Dubois,7083,Parfum luxe,Parfumerie,2,960.49,1920.98,122.17,Entregado,30/08/2024,13/09/2024,Virement bancaire,1,Paris,Tienda física,Céline Michel,2.5,2043.15,47.874039,6.52821
CLI00120,Pierre Martin,1327,Rouge à lèvres,Maquillage,1,159.79,159.79,40.66,Entregado,24/07/2024,04/08/2024,PayPal,1,Marseille,Online,Antoine Laurent,3.2,200.45,45.260775,7.068607
CLI00121,Louis Thomas,7391,Huile essentielle,Aromathérapie,5,642.07,3210.35,35.98,Entregado,14/07/2024,27/07/2024,PayPal,1,Rennes,Tienda física,Céline Michel,3.4,3246.33,49.9544,-0.305101
